3697, 31, chocolate, 31, 31.0
3698, 21, chocolate, 21, 21.0
3699, 11, chocolate, 11, 11.0
36407, 94, strawberry, 94, 94.0
36408, 4, strawberry, 4, 4.0
36409, 14, strawberry, 14, 14.0
36400, 24, strawberry, 24, 24.0
36401, 34, strawberry, 34, 34.0
36402, 44, strawberry, 44, 44.0
36403, 54, strawberry, 54, 54.0
36404, 64, strawberry, 64, 64.0
36405, 74, strawberry, 74, 74.0
36406, 84, strawberry, 84, 84.0
36360, 24, strawberry, 24, 24.0
36361, 54, strawberry, 54, 54.0
36362, 44, strawberry, 44, 44.0
36363, 34, strawberry, 34, 34.0
36364, 64, strawberry, 64, 64.0
61320, 49, strawberry, 49, 49.0
36365, 64, strawberry, 64, 64.0
61321, 39, strawberry, 39, 39.0
61322, 29, strawberry, 29, 29.0
61323, 19, strawberry, 19, 19.0
61324, 9, strawberry, 9, 9.0
61325, 89, strawberry, 89, 89.0
61326, 89, strawberry, 89, 89.0
61327, 79, strawberry, 79, 79.0
61328, 69, strawberry, 69, 69.0
61329, 69, strawberry, 69, 69.0
61319, 59, strawberry, 59, 59.0
75970, 63, caramel, 63, 63.0
75971, 53, caramel, 53, 53.0
75972, 93, caramel, 93, 93.0
75973, 73, caramel, 73, 73.0
36366, 84, strawberry, 84, 84.0
75974, 23, caramel, 23, 23.0
36367, 94, strawberry, 94, 94.0
75975, 63, caramel, 63, 63.0
36368, 14, strawberry, 14, 14.0
75976, 3, caramel, 3, 3.0
36369, 5, coconut, 5, 5.0
75977, 13, caramel, 13, 13.0
75978, 83, caramel, 83, 83.0
75979, 73, caramel, 73, 73.0
36350, 24, strawberry, 24, 24.0
36351, 44, strawberry, 44, 44.0
36352, 34, strawberry, 34, 34.0
61330, 49, strawberry, 49, 49.0
36353, 34, strawberry, 34, 34.0
61331, 39, strawberry, 39, 39.0
36354, 64, strawberry, 64, 64.0
61332, 29, strawberry, 29, 29.0
61333, 19, strawberry, 19, 19.0
61334, 9, strawberry, 9, 9.0
61335, 99, strawberry, 99, 99.0
61336, 89, strawberry, 89, 89.0
61337, 79, strawberry, 79, 79.0
61338, 69, strawberry, 69, 69.0
61339, 59, strawberry, 59, 59.0
75960, 63, caramel, 63, 63.0
75961, 53, caramel, 53, 53.0
75962, 93, caramel, 93, 93.0
36355, 54, strawberry, 54, 54.0
75963, 43, caramel, 43, 43.0
36356, 84, strawberry, 84, 84.0
75964, 23, caramel, 23, 23.0
36357, 94, strawberry, 94, 94.0
75965, 73, caramel, 73, 73.0
36358, 4, strawberry, 4, 4.0
75966, 3, caramel, 3, 3.0
36359, 14, strawberry, 14, 14.0
75967, 93, caramel, 93, 93.0
75968, 73, caramel, 73, 73.0
75969, 73, caramel, 73, 73.0
36340, 25, coconut, 25, 25.0
61340, 19, strawberry, 19, 19.0
36341, 34, strawberry, 34, 34.0
61341, 39, strawberry, 39, 39.0
36342, 44, strawberry, 44, 44.0
61342, 9, strawberry, 9, 9.0
36343, 54, strawberry, 54, 54.0
61343, 19, strawberry, 19, 19.0
61344, 9, strawberry, 9, 9.0
61345, 99, strawberry, 99, 99.0
61346, 89, strawberry, 89, 89.0
61347, 79, strawberry, 79, 79.0
61348, 69, strawberry, 69, 69.0
61349, 59, strawberry, 59, 59.0
75990, 63, caramel, 63, 63.0
75991, 33, caramel, 33, 33.0
75992, 23, caramel, 23, 23.0
75993, 23, caramel, 23, 23.0
75994, 14, strawberry, 14, 14.0
75995, 73, caramel, 73, 73.0
36344, 64, strawberry, 64, 64.0
75996, 43, caramel, 43, 43.0
36345, 85, coconut, 85, 85.0
75997, 94, strawberry, 94, 94.0
36346, 74, strawberry, 74, 74.0
75998, 83, caramel, 83, 83.0
36347, 94, strawberry, 94, 94.0
75999, 93, caramel, 93, 93.0
36348, 4, strawberry, 4, 4.0
36349, 14, strawberry, 14, 14.0
61350, 49, strawberry, 49, 49.0
61351, 39, strawberry, 39, 39.0
36330, 24, strawberry, 24, 24.0
61352, 39, strawberry, 39, 39.0
36331, 34, strawberry, 34, 34.0
61353, 19, strawberry, 19, 19.0
36332, 44, strawberry, 44, 44.0
61354, 9, strawberry, 9, 9.0
61355, 99, strawberry, 99, 99.0
61356, 89, strawberry, 89, 89.0
61357, 79, strawberry, 79, 79.0
61358, 69, strawberry, 69, 69.0
61359, 10, coconut, 10, 10.0
75980, 63, caramel, 63, 63.0
75981, 53, caramel, 53, 53.0
75982, 43, caramel, 43, 43.0
75983, 33, caramel, 33, 33.0
75984, 23, caramel, 23, 23.0
36333, 54, strawberry, 54, 54.0
75985, 53, caramel, 53, 53.0
36334, 64, strawberry, 64, 64.0
75986, 3, caramel, 3, 3.0
36335, 74, strawberry, 74, 74.0
75987, 93, caramel, 93, 93.0
36336, 84, strawberry, 84, 84.0
75988, 53, caramel, 53, 53.0
36337, 94, strawberry, 94, 94.0
75989, 73, caramel, 73, 73.0
36338, 4, strawberry, 4, 4.0
36339, 14, strawberry, 14, 14.0
61360, 59, strawberry, 59, 59.0
61361, 49, strawberry, 49, 49.0
61362, 89, strawberry, 89, 89.0
61363, 29, strawberry, 29, 29.0
36320, 14, strawberry, 14, 14.0
61364, 19, strawberry, 19, 19.0
36321, 34, strawberry, 34, 34.0
61365, 9, strawberry, 9, 9.0
61366, 99, strawberry, 99, 99.0
61367, 89, strawberry, 89, 89.0
61368, 79, strawberry, 79, 79.0
61369, 69, strawberry, 69, 69.0
36322, 44, strawberry, 44, 44.0
36323, 54, strawberry, 54, 54.0
36324, 64, strawberry, 64, 64.0
36325, 74, strawberry, 74, 74.0
36326, 84, strawberry, 84, 84.0
36327, 94, strawberry, 94, 94.0
36328, 4, strawberry, 4, 4.0
36329, 14, strawberry, 14, 14.0
61370, 59, strawberry, 59, 59.0
61371, 49, strawberry, 49, 49.0
61372, 39, strawberry, 39, 39.0
61373, 29, strawberry, 29, 29.0
61374, 19, strawberry, 19, 19.0
61375, 9, strawberry, 9, 9.0
36310, 24, strawberry, 24, 24.0
61376, 99, strawberry, 99, 99.0
61377, 89, strawberry, 89, 89.0
61378, 79, strawberry, 79, 79.0
61379, 69, strawberry, 69, 69.0
36319, 24, strawberry, 24, 24.0
36311, 34, strawberry, 34, 34.0
36312, 44, strawberry, 44, 44.0
36313, 54, strawberry, 54, 54.0
36314, 64, strawberry, 64, 64.0
36315, 74, strawberry, 74, 74.0
36316, 84, strawberry, 84, 84.0
36317, 94, strawberry, 94, 94.0
36318, 4, strawberry, 4, 4.0
61380, 59, strawberry, 59, 59.0
61381, 49, strawberry, 49, 49.0
61382, 9, strawberry, 9, 9.0
61383, 29, strawberry, 29, 29.0
61384, 19, strawberry, 19, 19.0
61385, 9, strawberry, 9, 9.0
61386, 99, strawberry, 99, 99.0
61387, 69, strawberry, 69, 69.0
61388, 79, strawberry, 79, 79.0
61389, 69, strawberry, 69, 69.0
36308, 4, strawberry, 4, 4.0
36309, 15, coconut, 15, 15.0
36300, 24, strawberry, 24, 24.0
36301, 34, strawberry, 34, 34.0
36302, 94, strawberry, 94, 94.0
36303, 54, strawberry, 54, 54.0
36304, 64, strawberry, 64, 64.0
36305, 74, strawberry, 74, 74.0
36306, 84, strawberry, 84, 84.0
36307, 44, strawberry, 44, 44.0
61391, 49, strawberry, 49, 49.0
61392, 39, strawberry, 39, 39.0
61393, 29, strawberry, 29, 29.0
61394, 19, strawberry, 19, 19.0
61395, 29, strawberry, 29, 29.0
61396, 99, strawberry, 99, 99.0
61397, 19, strawberry, 19, 19.0
61398, 9, strawberry, 9, 9.0
61399, 69, strawberry, 69, 69.0
61390, 59, strawberry, 59, 59.0
75905, 43, caramel, 43, 43.0
75906, 23, caramel, 23, 23.0
75907, 3, caramel, 3, 3.0
75908, 93, caramel, 93, 93.0
75909, 23, caramel, 23, 23.0
75910, 73, caramel, 73, 73.0
75911, 93, caramel, 93, 93.0
75912, 53, caramel, 53, 53.0
75913, 43, caramel, 43, 43.0
75914, 33, caramel, 33, 33.0
75915, 73, caramel, 73, 73.0
3704, 71, chocolate, 71, 71.0
3705, 61, chocolate, 61, 61.0
3706, 71, chocolate, 71, 71.0
3707, 61, chocolate, 61, 61.0
3708, 71, chocolate, 71, 71.0
3709, 61, chocolate, 61, 61.0
75900, 83, caramel, 83, 83.0
3700, 32, vanilla, 32, 5911.0
75901, 63, caramel, 63, 63.0
3701, 1, chocolate, 1, 1.0
75902, 33, caramel, 33, 33.0
3702, 91, chocolate, 91, 91.0
75903, 53, caramel, 53, 53.0
3703, 81, chocolate, 81, 81.0
75904, 43, caramel, 43, 43.0
75927, 15, coconut, 15, 15.0
75928, 93, caramel, 93, 93.0
75929, 83, caramel, 83, 83.0
3715, 81, chocolate, 81, 81.0
3716, 91, chocolate, 91, 91.0
3717, 71, chocolate, 71, 71.0
3718, 61, chocolate, 61, 61.0
3719, 51, chocolate, 51, 51.0
75930, 73, caramel, 73, 73.0
75931, 63, caramel, 63, 63.0
75932, 53, caramel, 53, 53.0
3710, 31, chocolate, 31, 31.0
75933, 43, caramel, 43, 43.0
3711, 21, chocolate, 21, 21.0
75934, 53, caramel, 53, 53.0
3712, 11, chocolate, 11, 11.0
75935, 43, caramel, 43, 43.0
3713, 11, chocolate, 11, 11.0
75936, 13, caramel, 13, 13.0
3714, 1, chocolate, 1, 1.0
75937, 4, strawberry, 4, 4.0
36391, 34, strawberry, 34, 34.0
75916, 53, caramel, 53, 53.0
36392, 44, strawberry, 44, 44.0
75917, 3, caramel, 3, 3.0
36393, 54, strawberry, 54, 54.0
75918, 93, caramel, 93, 93.0
36394, 64, strawberry, 64, 64.0
75919, 33, caramel, 33, 33.0
36395, 74, strawberry, 74, 74.0
36396, 84, strawberry, 84, 84.0
36397, 94, strawberry, 94, 94.0
36398, 4, strawberry, 4, 4.0
36390, 14, strawberry, 14, 14.0
3726, 51, chocolate, 51, 51.0
3727, 61, chocolate, 61, 61.0
3728, 51, chocolate, 51, 51.0
3729, 31, chocolate, 31, 31.0
36399, 14, strawberry, 14, 14.0
75920, 13, caramel, 13, 13.0
3720, 41, chocolate, 41, 41.0
75921, 3, caramel, 3, 3.0
3721, 51, chocolate, 51, 51.0
75922, 63, caramel, 63, 63.0
3722, 41, chocolate, 41, 41.0
75923, 23, caramel, 23, 23.0
3723, 71, chocolate, 71, 71.0
75924, 83, caramel, 83, 83.0
3724, 21, chocolate, 21, 21.0
75925, 63, caramel, 63, 63.0
3725, 11, chocolate, 11, 11.0
75926, 3, caramel, 3, 3.0
36380, 24, strawberry, 24, 24.0
75949, 73, caramel, 73, 73.0
36381, 34, strawberry, 34, 34.0
36382, 44, strawberry, 44, 44.0
36383, 54, strawberry, 54, 54.0
36384, 64, strawberry, 64, 64.0
36385, 94, strawberry, 94, 94.0
36386, 74, strawberry, 74, 74.0
36387, 4, strawberry, 4, 4.0
61300, 49, strawberry, 49, 49.0
61301, 39, strawberry, 39, 39.0
61302, 29, strawberry, 29, 29.0
61303, 19, strawberry, 19, 19.0
61304, 9, strawberry, 9, 9.0
61305, 99, strawberry, 99, 99.0
61306, 89, strawberry, 89, 89.0
61307, 79, strawberry, 79, 79.0
3737, 71, chocolate, 71, 71.0
3738, 61, chocolate, 61, 61.0
3739, 51, chocolate, 51, 51.0
75950, 53, caramel, 53, 53.0
75951, 63, caramel, 63, 63.0
36388, 14, strawberry, 14, 14.0
75952, 43, caramel, 43, 43.0
3730, 21, chocolate, 21, 21.0
36389, 84, strawberry, 84, 84.0
75953, 93, caramel, 93, 93.0
3731, 11, chocolate, 11, 11.0
75954, 63, caramel, 63, 63.0
3732, 1, chocolate, 1, 1.0
75955, 13, caramel, 13, 13.0
3733, 11, chocolate, 11, 11.0
75956, 3, caramel, 3, 3.0
3734, 1, chocolate, 1, 1.0
75957, 13, caramel, 13, 13.0
3735, 91, chocolate, 91, 91.0
75958, 83, caramel, 83, 83.0
3736, 81, chocolate, 81, 81.0
75959, 3, caramel, 3, 3.0
75938, 93, caramel, 93, 93.0
36370, 94, strawberry, 94, 94.0
75939, 83, caramel, 83, 83.0
36371, 74, strawberry, 74, 74.0
36372, 44, strawberry, 44, 44.0
36373, 54, strawberry, 54, 54.0
36374, 74, strawberry, 74, 74.0
36375, 74, strawberry, 74, 74.0
3750, 31, chocolate, 31, 31.0
36376, 84, strawberry, 84, 84.0
61310, 49, strawberry, 49, 49.0
61311, 59, strawberry, 59, 59.0
61312, 29, strawberry, 29, 29.0
61313, 19, strawberry, 19, 19.0
61314, 9, strawberry, 9, 9.0
61315, 99, strawberry, 99, 99.0
61316, 89, strawberry, 89, 89.0
61317, 29, strawberry, 29, 29.0
61318, 69, strawberry, 69, 69.0
3748, 51, chocolate, 51, 51.0
61308, 69, strawberry, 69, 69.0
3749, 41, chocolate, 41, 41.0
61309, 59, strawberry, 59, 59.0
75940, 23, caramel, 23, 23.0
3740, 51, chocolate, 51, 51.0
36377, 24, strawberry, 24, 24.0
75941, 63, caramel, 63, 63.0
3741, 41, chocolate, 41, 41.0
36378, 24, strawberry, 24, 24.0
75942, 53, caramel, 53, 53.0
3742, 81, chocolate, 81, 81.0
36379, 4, strawberry, 4, 4.0
75943, 13, caramel, 13, 13.0
3743, 91, chocolate, 91, 91.0
75944, 23, caramel, 23, 23.0
3744, 91, chocolate, 91, 91.0
75945, 53, caramel, 53, 53.0
3745, 81, chocolate, 81, 81.0
75946, 3, caramel, 3, 3.0
3746, 71, chocolate, 71, 71.0
75947, 73, caramel, 73, 73.0
3747, 41, chocolate, 41, 41.0
75948, 13, caramel, 13, 13.0
3760, 61, chocolate, 61, 61.0
3761, 41, chocolate, 41, 41.0
3759, 71, chocolate, 71, 71.0
3751, 21, chocolate, 21, 21.0
3752, 32, vanilla, 32, 5911.0
3753, 31, chocolate, 31, 31.0
3754, 21, chocolate, 21, 21.0
3755, 11, chocolate, 11, 11.0
3756, 1, chocolate, 1, 1.0
3757, 91, chocolate, 91, 91.0
3758, 81, chocolate, 81, 81.0
3770, 81, chocolate, 81, 81.0
3771, 91, chocolate, 91, 91.0
3772, 53, caramel, 53, 53.0
3762, 23, caramel, 23, 23.0
3763, 31, chocolate, 31, 31.0
3764, 63, caramel, 63, 63.0
3765, 21, chocolate, 21, 21.0
3766, 1, chocolate, 1, 1.0
3767, 81, chocolate, 81, 81.0
3768, 11, chocolate, 11, 11.0
3769, 91, chocolate, 91, 91.0
3780, 61, chocolate, 61, 61.0
3781, 41, chocolate, 41, 41.0
3782, 11, chocolate, 11, 11.0
3783, 73, caramel, 73, 73.0
3773, 71, chocolate, 71, 71.0
3774, 23, caramel, 23, 23.0
3775, 61, chocolate, 61, 61.0
3776, 51, chocolate, 51, 51.0
3777, 71, chocolate, 71, 71.0
3778, 81, chocolate, 81, 81.0
3779, 51, chocolate, 51, 51.0
3790, 81, chocolate, 81, 81.0
3791, 83, caramel, 83, 83.0
3792, 61, chocolate, 61, 61.0
3793, 51, chocolate, 51, 51.0
3794, 72, vanilla, 72, 13862.0
3784, 21, chocolate, 21, 21.0
3785, 11, chocolate, 11, 11.0
3786, 1, chocolate, 1, 1.0
3787, 71, chocolate, 71, 71.0
3788, 91, chocolate, 91, 91.0
3789, 1, chocolate, 1, 1.0
3795, 33, caramel, 33, 33.0
3796, 41, chocolate, 41, 41.0
3797, 41, chocolate, 41, 41.0
3798, 51, chocolate, 51, 51.0
3799, 31, chocolate, 31, 31.0
36528, 84, strawberry, 84, 84.0
36529, 94, strawberry, 94, 94.0
36520, 64, strawberry, 64, 64.0
36521, 14, strawberry, 14, 14.0
36522, 24, strawberry, 24, 24.0
36523, 34, strawberry, 34, 34.0
36524, 44, strawberry, 44, 44.0
36525, 54, strawberry, 54, 54.0
36526, 94, strawberry, 94, 94.0
36527, 74, strawberry, 74, 74.0
36517, 74, strawberry, 74, 74.0
36518, 84, strawberry, 84, 84.0
36519, 4, strawberry, 4, 4.0
36510, 4, strawberry, 4, 4.0
36511, 14, strawberry, 14, 14.0
36512, 24, strawberry, 24, 24.0
36513, 34, strawberry, 34, 34.0
36514, 44, strawberry, 44, 44.0
36515, 54, strawberry, 54, 54.0
36516, 64, strawberry, 64, 64.0
36506, 54, strawberry, 54, 54.0
36507, 74, strawberry, 74, 74.0
36508, 84, strawberry, 84, 84.0
36509, 94, strawberry, 94, 94.0
36500, 4, strawberry, 4, 4.0
36501, 14, strawberry, 14, 14.0
36502, 34, strawberry, 34, 34.0
36503, 24, strawberry, 24, 24.0
36504, 44, strawberry, 44, 44.0
36505, 64, strawberry, 64, 64.0
36480, 4, strawberry, 4, 4.0
36481, 34, strawberry, 34, 34.0
36482, 54, strawberry, 54, 54.0
36483, 14, strawberry, 14, 14.0
36484, 44, strawberry, 44, 44.0
61440, 59, strawberry, 59, 59.0
36485, 24, strawberry, 24, 24.0
61441, 49, strawberry, 49, 49.0
36486, 14, strawberry, 14, 14.0
61442, 39, strawberry, 39, 39.0
61443, 9, strawberry, 9, 9.0
61444, 19, strawberry, 19, 19.0
61445, 99, strawberry, 99, 99.0
61446, 99, strawberry, 99, 99.0
61447, 89, strawberry, 89, 89.0
61448, 79, strawberry, 79, 79.0
61449, 69, strawberry, 69, 69.0
36487, 84, strawberry, 84, 84.0
36488, 24, strawberry, 24, 24.0
36489, 4, strawberry, 4, 4.0
10, 40, coconut, 40, 40.0
11, 2, vanilla, 2, 2.0
12, 2, vanilla, 2, 2.0
13, 2, vanilla, 2, 2.0
36470, 14, strawberry, 14, 14.0
14, 2, vanilla, 2, 2.0
36471, 24, strawberry, 24, 24.0
15, 2, vanilla, 2, 2.0
36472, 5, coconut, 5, 5.0
61450, 59, strawberry, 59, 59.0
16, 3, caramel, 3, 3.0
36473, 34, strawberry, 34, 34.0
61451, 49, strawberry, 49, 49.0
17, 2, vanilla, 2, 2.0
36474, 44, strawberry, 44, 44.0
61452, 39, strawberry, 39, 39.0
18, 2, vanilla, 2, 2.0
36475, 54, strawberry, 54, 54.0
61453, 29, strawberry, 29, 29.0
19, 3, caramel, 3, 3.0
61454, 59, strawberry, 59, 59.0
61455, 49, strawberry, 49, 49.0
61456, 99, strawberry, 99, 99.0
61457, 39, strawberry, 39, 39.0
61458, 79, strawberry, 79, 79.0
61459, 69, strawberry, 69, 69.0
36476, 64, strawberry, 64, 64.0
36477, 74, strawberry, 74, 74.0
36478, 84, strawberry, 84, 84.0
36479, 94, strawberry, 94, 94.0
20, 3, caramel, 3, 3.0
21, 3, caramel, 3, 3.0
22, 3, caramel, 3, 3.0
23, 3, caramel, 3, 3.0
24, 3, caramel, 3, 3.0
25, 4, strawberry, 4, 4.0
36460, 24, strawberry, 24, 24.0
61460, 59, strawberry, 59, 59.0
26, 3, caramel, 3, 3.0
36461, 14, strawberry, 14, 14.0
61461, 49, strawberry, 49, 49.0
27, 4, strawberry, 4, 4.0
36462, 34, strawberry, 34, 34.0
61462, 19, strawberry, 19, 19.0
28, 3, caramel, 3, 3.0
36463, 44, strawberry, 44, 44.0
61463, 29, strawberry, 29, 29.0
29, 3, caramel, 3, 3.0
36464, 54, strawberry, 54, 54.0
61464, 19, strawberry, 19, 19.0
61465, 9, strawberry, 9, 9.0
61466, 99, strawberry, 99, 99.0
61467, 89, strawberry, 89, 89.0
61468, 79, strawberry, 79, 79.0
61469, 99, strawberry, 99, 99.0
36465, 64, strawberry, 64, 64.0
36466, 74, strawberry, 74, 74.0
36467, 84, strawberry, 84, 84.0
36468, 94, strawberry, 94, 94.0
36469, 4, strawberry, 4, 4.0
30, 4, strawberry, 4, 4.0
31, 4, strawberry, 4, 4.0
32, 4, strawberry, 4, 4.0
33, 4, strawberry, 4, 4.0
34, 6, chocolate, 6, 6.0
35, 4, strawberry, 4, 4.0
61470, 59, strawberry, 59, 59.0
36, 5, coconut, 5, 5.0
61471, 49, strawberry, 49, 49.0
37, 5, coconut, 5, 5.0
36450, 14, strawberry, 14, 14.0
61472, 39, strawberry, 39, 39.0
38, 4, strawberry, 4, 4.0
36451, 24, strawberry, 24, 24.0
61473, 69, strawberry, 69, 69.0
39, 5, coconut, 5, 5.0
36452, 34, strawberry, 34, 34.0
61474, 19, strawberry, 19, 19.0
36453, 44, strawberry, 44, 44.0
61475, 9, strawberry, 9, 9.0
61476, 99, strawberry, 99, 99.0
61477, 89, strawberry, 89, 89.0
61478, 79, strawberry, 79, 79.0
61479, 69, strawberry, 69, 69.0
36454, 54, strawberry, 54, 54.0
36455, 64, strawberry, 64, 64.0
36456, 74, strawberry, 74, 74.0
36457, 84, strawberry, 84, 84.0
40, 5, coconut, 5, 5.0
36458, 94, strawberry, 94, 94.0
41, 5, coconut, 5, 5.0
36459, 4, strawberry, 4, 4.0
42, 5, coconut, 5, 5.0
43, 5, coconut, 5, 5.0
44, 7, vanilla, 7, 1918.0
45, 5, coconut, 5, 5.0
61480, 39, strawberry, 39, 39.0
46, 6, chocolate, 6, 6.0
61481, 50, coconut, 50, 50.0
47, 6, chocolate, 6, 6.0
61482, 29, strawberry, 29, 29.0
48, 5, coconut, 5, 5.0
61483, 29, strawberry, 29, 29.0
49, 6, chocolate, 6, 6.0
36440, 24, strawberry, 24, 24.0
61484, 19, strawberry, 19, 19.0
36441, 34, strawberry, 34, 34.0
61485, 9, strawberry, 9, 9.0
36442, 44, strawberry, 44, 44.0
61486, 99, strawberry, 99, 99.0
61487, 89, strawberry, 89, 89.0
61488, 99, strawberry, 99, 99.0
61489, 69, strawberry, 69, 69.0
36443, 14, strawberry, 14, 14.0
36444, 94, strawberry, 94, 94.0
36445, 14, strawberry, 14, 14.0
50, 6, chocolate, 6, 6.0
36446, 74, strawberry, 74, 74.0
51, 6, chocolate, 6, 6.0
36447, 84, strawberry, 84, 84.0
52, 6, chocolate, 6, 6.0
36448, 54, strawberry, 54, 54.0
53, 8, caramel, 8, 8.0
36449, 4, strawberry, 4, 4.0
54, 6, chocolate, 6, 6.0
55, 6, chocolate, 6, 6.0
61490, 59, strawberry, 59, 59.0
56, 7, vanilla, 7, 1918.0
61491, 49, strawberry, 49, 49.0
57, 7, vanilla, 7, 1918.0
61492, 39, strawberry, 39, 39.0
58, 6, chocolate, 6, 6.0
61493, 29, strawberry, 29, 29.0
59, 7, vanilla, 7, 1918.0
61494, 19, strawberry, 19, 19.0
61495, 9, strawberry, 9, 9.0
36430, 94, strawberry, 94, 94.0
61496, 99, strawberry, 99, 99.0
36431, 24, strawberry, 24, 24.0
61497, 89, strawberry, 89, 89.0
61498, 59, strawberry, 59, 59.0
61499, 69, strawberry, 69, 69.0
36432, 34, strawberry, 34, 34.0
36433, 44, strawberry, 44, 44.0
60, 7, vanilla, 7, 1918.0
36434, 54, strawberry, 54, 54.0
61, 8, caramel, 8, 8.0
36435, 64, strawberry, 64, 64.0
62, 7, vanilla, 7, 1918.0
36436, 74, strawberry, 74, 74.0
63, 7, vanilla, 7, 1918.0
36437, 84, strawberry, 84, 84.0
64, 8, caramel, 8, 8.0
36438, 64, strawberry, 64, 64.0
65, 9, strawberry, 9, 9.0
36439, 4, strawberry, 4, 4.0
66, 7, vanilla, 7, 1918.0
67, 8, caramel, 8, 8.0
68, 7, vanilla, 7, 1918.0
69, 8, caramel, 8, 8.0
36420, 24, strawberry, 24, 24.0
36429, 15, coconut, 15, 15.0
36421, 44, strawberry, 44, 44.0
70, 8, caramel, 8, 8.0
36422, 34, strawberry, 34, 34.0
71, 9, strawberry, 9, 9.0
36423, 74, strawberry, 74, 74.0
72, 8, caramel, 8, 8.0
36424, 54, strawberry, 54, 54.0
73, 10, coconut, 10, 10.0
36425, 64, strawberry, 64, 64.0
74, 9, strawberry, 9, 9.0
36426, 4, strawberry, 4, 4.0
75, 8, caramel, 8, 8.0
36427, 94, strawberry, 94, 94.0
76, 8, caramel, 8, 8.0
36428, 84, strawberry, 84, 84.0
77, 9, strawberry, 9, 9.0
78, 8, caramel, 8, 8.0
79, 9, strawberry, 9, 9.0
36418, 4, strawberry, 4, 4.0
36419, 14, strawberry, 14, 14.0
80, 9, strawberry, 9, 9.0
36410, 64, strawberry, 64, 64.0
81, 9, strawberry, 9, 9.0
36411, 84, strawberry, 84, 84.0
82, 10, coconut, 10, 10.0
36412, 44, strawberry, 44, 44.0
83, 11, chocolate, 11, 11.0
36413, 54, strawberry, 54, 54.0
84, 9, strawberry, 9, 9.0
36414, 24, strawberry, 24, 24.0
85, 10, coconut, 10, 10.0
36415, 74, strawberry, 74, 74.0
86, 9, strawberry, 9, 9.0
36416, 34, strawberry, 34, 34.0
87, 10, coconut, 10, 10.0
36417, 94, strawberry, 94, 94.0
88, 9, strawberry, 9, 9.0
89, 10, coconut, 10, 10.0
90, 10, coconut, 10, 10.0
91, 10, coconut, 10, 10.0
92, 11, chocolate, 11, 11.0
93, 12, vanilla, 12, 3975.0
94, 11, chocolate, 11, 11.0
95, 10, coconut, 10, 10.0
96, 10, coconut, 10, 10.0
97, 11, chocolate, 11, 11.0
98, 10, coconut, 10, 10.0
99, 11, chocolate, 11, 11.0
3803, 93, caramel, 93, 93.0
